,0,1,2,3
0,0.21263963898901855,0.13968623273607167,0.38463412722606777,0.263040001048842
1,0.0,0.0,0.5074535334372395,0.49254646656276047
2,0.19163438442222963,0.1751819090739794,0.34889929575379947,0.2842844107499915
3,0.314708383704848,0.3133541034509043,0.13439472092002613,0.23754279192422156
4,0.22341979544673618,0.23150356466527244,0.24544702212484582,0.29962961776314556
5,0.5252383664740375,0.25231655253606927,0.0,0.22244508098989316
6,0.24858111111943632,0.28124713118307004,0.18141700782512943,0.2887547498723642
7,0.2961977871721224,0.33605155138554865,0.16668987857239137,0.20106078286993756
8,0.2098548145665966,0.0,0.44049128504352053,0.34965390038988287
9,0.30382797857966143,0.48610885152146804,0.0,0.2100631698988705
10,0.2937744724635563,0.4605705818187649,0.0,0.24565494571767874
11,0.35086955216776733,0.3889327175145418,0.0,0.26019773031769095
12,0.24311351989350932,0.0,0.2681072306340147,0.4887792494724759
13,0.20894414205601097,0.23535744694166882,0.21595231557394134,0.33974609542837886
14,0.23273252039413894,0.20409728787003745,0.15715379547771946,0.40601639625810415
15,0.2561547941196092,0.15818099607114888,0.14836330340741455,0.4373009064018274
16,0.22512813620388616,0.0,0.3485178045808026,0.4263540592153112
17,0.2302718470348749,0.24759329844915745,0.17523788511802707,0.34689696939794057
18,1.0,0.0,0.0,0.0
19,0.6135702678889559,0.38642973211104414,0.0,0.0
20,0.218014498782039,0.11986327936473545,0.4051081850815664,0.2570140367716592
21,0.23243516618704407,0.0,0.22605252971493717,0.5415123040980188
22,0.26140615274409645,0.16537125973816508,0.28240676158730466,0.2908158259304338
23,0.25083051572424847,0.18781468993303413,0.22409423710477044,0.33726055723794696
24,0.0,0.0,0.6047485168318749,0.3952514831681251
25,0.26963093892839224,0.24253390550633008,0.1893268997993905,0.2985082557658872
26,0.0,0.0,0.4107389664102946,0.5892610335897054
27,0.2093418205686859,0.0,0.3302189503550932,0.4604392290762209
28,0.0,0.0,0.0,1.0
29,0.31537839229230635,0.418372751859706,0.0,0.26624885584798763
30,0.29670314898458877,0.3388853497722563,0.16931782988795113,0.19509367135520378
31,0.2723684866316618,0.2697111758066011,0.2044759947361814,0.2534443428255557
32,0.2594378512796698,0.1980018980205358,0.17018743635952682,0.3723728143402676
33,0.256717717768095,0.49632029389121185,0.0,0.2469619883406932
34,0.21293317839894055,0.0,0.2188320286337504,0.568234792967309
35,0.25164244305715344,0.14811128825201314,0.29531641154155885,0.30492985714927456
36,0.22290775310089753,0.0,0.28523058868436085,0.49186165821474165
37,0.2876136156685694,0.12321033271881215,0.2956380330736,0.29353801853901845
38,0.20211825898160152,0.0,0.4597167887110085,0.33816495230738997
39,0.30310526170279195,0.2372631701976059,0.21419954748997883,0.24543202060962332
40,0.28900572568409594,0.0,0.3152787828472508,0.3957154914686532
41,0.2406567364493511,0.1764438797567694,0.3423857309624548,0.24051365283142473
42,0.21488495482875725,0.23049214575858,0.27620087442936314,0.2784220249832996
43,0.22809659563084841,0.0,0.20452010006425683,0.5673833043048947
44,0.23195502632518372,0.0,0.34069071462414846,0.4273542590506678
45,0.2500726095998264,0.2443749385889395,0.20094429111887874,0.30460816069235536
46,0.2872629317279514,0.2634840769898155,0.21076206880956355,0.2384909224726695
47,0.16503259246377527,0.3942201027867481,0.18103565982731556,0.2597116449221611
48,0.0,0.0,0.38432700960236943,0.6156729903976306
49,0.22055715287311525,0.0,0.25968443503871314,0.5197584120881716
50,0.0,0.0,0.5430911560058579,0.4569088439941421
51,0.0,0.0,0.6172505180328887,0.38274948196711134
52,0.2174937237407241,0.0,0.25682159310466196,0.5256846831546139
53,0.16581207998554506,0.0,0.5639921214762414,0.27019579853821346
54,0.271387603736979,0.0,0.0,0.728612396263021
55,0.0,0.0,0.6050114323053362,0.39498856769466384
56,0.23368676791177637,0.0,0.45664078887123866,0.309672443216985
57,0.0,0.0,0.5609942957300544,0.43900570426994556
58,0.25691356598775794,0.0,0.3137327572905433,0.4293536767216988
59,0.22453344562314853,0.0,0.23222678212222575,0.5432397722546257
60,0.2837618425888679,0.0,0.25243799231557523,0.46380016509555694
61,0.22103066942056687,0.19755318097236613,0.28622122923527,0.295194920371797
62,0.3540003137387115,0.3013893449711386,0.0,0.34461034129014995
63,0.2965057077330391,0.29705988029102426,0.17521892241224668,0.23121548956368998
64,0.0,1.0,0.0,0.0
65,0.0,0.0,1.0,0.0
66,0.17153448252117087,0.0,0.6118923921760941,0.21657312530273498
67,0.2104730994157703,0.18906216040564472,0.3516740149523051,0.24879072522627987
68,0.18413434763828093,0.0,0.5844401919850403,0.23142546037667885
69,0.2513371756542692,0.0,0.3886432426195869,0.36001958172614396
70,0.20244625679067937,0.0,0.3073851203011289,0.4901686229081917
71,0.24853142434241393,0.0,0.4466041114056245,0.30486446425196156
72,0.2579834770709608,0.0,0.47989090237335663,0.26212562055568256
73,0.26401166644932145,0.0,0.3527636540308467,0.3832246795198319
74,0.0,0.0,0.4429956765279828,0.5570043234720172
75,0.2438467304815295,0.0,0.3502816739846317,0.4058715955338388
76,0.2550718012538519,0.0,0.3544040032766291,0.39052419546951905
77,0.26455547279288566,0.0,0.2543942517190361,0.48105027548807816
78,0.0,0.0,0.4347833061210663,0.5652166938789337
79,0.2808625631453215,0.33936466370807744,0.16225224097187058,0.2175205321747305
80,0.29243939234804756,0.2740645086413745,0.16666891901536124,0.2668271799952167
81,0.4458785491211205,0.3589832135315389,0.0,0.19513823734734062
82,0.32391231688011907,0.26383930197878597,0.13893646439912516,0.2733119167419698
83,0.2727165981756248,0.0,0.17578141410646939,0.5515019877179058
84,0.28118595301904764,0.0,0.319327094176135,0.39948695280481744
85,0.2714929423057617,0.18721638723604017,0.18110162048805134,0.3601890499701468
86,0.1654966736941886,0.0,0.5841712118702059,0.2503321144356055
87,0.21435719144276008,0.0,0.4207792734051084,0.3648635351521315
88,0.16513123853232567,0.0,0.5804318006708059,0.25443696079686845
89,0.2569312295535029,0.0,0.3019979213403101,0.441070849106187
90,0.26418144324479886,0.0,0.3372945669826035,0.3985239897725976
91,0.2140549808057536,0.0,0.3829905343038979,0.4029544848903485
