,0,1,2
0,0.3339198807118482,0.21056611239907785,0.45551400688907395
1,0.49254646656276047,0.0,0.5074535334372395
2,0.34816253889073473,0.2390600372147226,0.4127774238945427
3,0.34244558649250423,0.418256898019187,0.2392975154883088
4,0.3741028829120576,0.3059768298141845,0.3199202872737579
5,0.48506426422691196,0.514935735773088,0.0
6,0.37161512024550963,0.36410750155621546,0.26427737819827485
7,0.29979337859397837,0.43478414710958946,0.2654224742964322
8,0.45458130767318117,0.0,0.5454186923268188
9,0.3619771591887012,0.6380228408112988,0.0
10,0.3925421819494569,0.6074578180505431,0.0
11,0.4356325064015746,0.5643674935984254,0.0
12,0.6103360094192306,0.0,0.3896639905807694
13,0.4093941427803825,0.30500549429367246,0.285600362925945
14,0.48359390305615046,0.28167479466808376,0.23473130227576577
15,0.5226858377750304,0.24356592744435193,0.2337482347806176
16,0.5389181273172543,0.0,0.4610818726827457
17,0.4236542517428989,0.3243505807941158,0.2519951674629854
18,0.0,0.0,1.0
19,0.0,1.0,0.0
20,0.32968553636567216,0.19253477895874846,0.47777968467557935
21,0.6577298871915408,0.0,0.3422701128084592
22,0.37795121017846595,0.2525066439861972,0.3695421458353368
23,0.4208707291460298,0.27142486184111697,0.3077044090128533
24,0.3952514831681251,0.0,0.6047485168318749
25,0.3883852354086846,0.3324108851491275,0.2792038794421879
26,0.5892610335897054,0.0,0.4107389664102946
27,0.5651101393605639,0.0,0.43488986063943613
28,1.0,0.0,0.0
29,0.4239380519941408,0.5760619480058592,0.0
30,0.29399472101673335,0.4377863994337859,0.2682188795494807
31,0.344233838369443,0.36050067135048836,0.29526549028006865
32,0.45885209810015753,0.28448118178042575,0.25666672011941677
33,0.3753208472247407,0.6246791527752593,0.0
34,0.6747013821667793,0.0,0.32529861783322067
35,0.38881067150165904,0.23199210260439762,0.37919722589394333
36,0.6033155347651904,0.0,0.3966844652348096
37,0.3894092237618749,0.21908153794166862,0.39150923829645645
38,0.4392240817981907,0.0,0.5607759182018093
39,0.3464671078438873,0.33829825743186986,0.3152346347242428
40,0.5402183543107012,0.0,0.4597816456892988
41,0.32073256498120845,0.2566627919065531,0.4226046431122385
42,0.35005034325955203,0.30212046403483245,0.3478291927056156
43,0.681431602120319,0.0,0.31856839787968105
44,0.5433317722132597,0.0,0.4566682277867403
45,0.38796569722563085,0.327732475122215,0.2843018276521542
46,0.33424523304865333,0.35923838756579934,0.3065163793855474
47,0.31472250907675287,0.44923096694133985,0.2360465239819073
48,0.6156729903976306,0.0,0.38432700960236943
49,0.6300369885247292,0.0,0.3699630114752708
50,0.4569088439941421,0.0,0.5430911560058579
51,0.38274948196711134,0.0,0.6172505180328887
52,0.634431545024976,0.0,0.365568454975024
53,0.353101838530986,0.0,0.646898161469014
54,1.0,0.0,0.0
55,0.39498856769466384,0.0,0.6050114323053362
56,0.4265158271728732,0.0,0.5734841728271268
57,0.43900570426994556,0.0,0.5609942957300544
58,0.5578104597155777,0.0,0.44218954028442226
59,0.6555064950662,0.0,0.34449350493380004
60,0.6056810863899909,0.0,0.39431891361000915
61,0.3688718101786526,0.27123007077922173,0.3598981190421256
62,0.5216104981595057,0.47838950184049434,0.0
63,0.330050725474703,0.39589511620203727,0.2740541583232597
64,0.0,1.0,0.0
65,0.0,0.0,1.0
66,0.3023403665633204,0.0,0.6976596334366796
67,0.31894842503153664,0.2592198602109015,0.42183171475756187
68,0.3234926341958193,0.0,0.6765073658041807
69,0.48568816955327854,0.0,0.5143118304467215
70,0.5913917513035314,0.0,0.4086082486964686
71,0.42913017642316853,0.0,0.5708698235768315
72,0.39111735909116296,0.0,0.608882640908837
73,0.5152305127444926,0.0,0.4847694872555074
74,0.5570043234720172,0.0,0.4429956765279828
75,0.5277949607746035,0.0,0.4722050392253965
76,0.518060096096445,0.0,0.481939903903555
77,0.613328011884521,0.0,0.386671988115479
78,0.5652166938789337,0.0,0.4347833061210663
79,0.3111413865565043,0.43298551808985125,0.2558730953536444
80,0.3643069774445659,0.3715443060907237,0.26414871646471044
81,0.4180775119079009,0.5819224880920991,0.0
82,0.38128268903534285,0.371810074272159,0.2469072366924982
83,0.6878602868057182,0.0,0.3121397131942818
84,0.5400799293143412,0.0,0.45992007068565877
85,0.4506866974054007,0.2777140346712941,0.27159926792330524
86,0.3330804512826998,0.0,0.6669195487173002
87,0.47204213087351155,0.0,0.5279578691264885
88,0.3370025800630313,0.0,0.6629974199369687
89,0.5695364638829384,0.0,0.43046353611706156
90,0.530614711394997,0.0,0.46938528860500295
91,0.5099819752932253,0.0,0.4900180247067747
