"x"
45.975
49.8183333333333
46.1666666666667
44.0616666666667
44.565
43.6483333333333
44.5383333333333
43.005
48.3233333333333
43.215
44.1183333333333
43.4366666666667
49.18
44.8983333333333
45.665
46.1516666666667
47.0583333333333
45.1466666666667
41.9166666666667
42.54
47.2666666666667
48.535
46.16
44.8216666666667
47.2483333333333
44.58
49.025
48.46
48.4433333333333
43.8566666666667
43.62
43.6883333333333
44.83
43.5766666666667
48.0683333333333
46.8683333333333
47.4433333333333
45.3633333333333
46.6916666666667
43.9083333333333
47.3183333333333
45.5316666666667
45.0733333333333
47.15
47.9833333333333
44.745
44.1716666666667
44.505
47.4783333333333
49.5166666666667
49.305
47.8433333333333
48.0316666666667
48.6866666666667
47.7616666666667
49.0716666666667
46.9983333333333
50.57
49.445
48.445
50.7316666666667
45.7866666666667
43.385
43.1866666666667
42.7366666666667
48.5483333333333
47.6133333333333
45.725
47.7866666666667
46.2966666666667
47.945
45.6116666666667
45.9283333333333
48.8216666666667
49.3816666666667
48.61
48.7733333333333
46.315
50.135
43.9133333333333
44.0266666666667
43.1033333333333
44.1433333333333
46.7
46.5933333333333
45.86
48.21
47.8
47.6283333333333
48.7166666666667
48.5983333333333
48.9666666666667
